Accelerometer1RMS,Accelerometer2RMS,Current,Pressure,Temperature,Thermocouple,Voltage,Volume Flow RateRMS,anomaly_score,label
0.23591900000000002,0.275848,2.42433,0.38263800000000003,85.3872,31.5897,216.831,128.313,0.0,0
0.23759699999999997,0.280256,3.10625,0.38263800000000003,85.1412,31.5909,249.833,127.31299999999999,0.0,0
0.242229,0.290603,2.48799,-0.27321599999999996,85.2411,31.5858,210.438,127.689,0.0,0
0.238798,0.285105,2.61049,0.38263800000000003,85.0862,31.5762,248.94400000000002,127.31299999999999,0.0,0
0.243475,0.28721399999999997,2.32517,-0.27321599999999996,85.2661,31.5834,213.30700000000002,127.689,0.0,0
0.23854499999999998,0.281908,2.93623,0.38263800000000003,85.1097,31.5812,227.50900000000001,128.0,0.0,0
0.23839499999999997,0.279955,2.5381,0.38263800000000003,85.0615,31.5752,234.43599999999998,128.0,0.0,0
0.236132,0.282681,1.45508,-0.27321599999999996,85.15700000000002,31.5752,221.23,127.31299999999999,0.0,0
0.23636,0.279149,3.04923,0.054711,85.0905,31.563000000000002,246.842,127.0,0.0,0
0.23627399999999998,0.278803,2.53307,0.054711,85.0296,31.5612,224.13400000000001,128.689,0.0,0
0.23679299999999998,0.276122,2.62113,0.054711,85.5302,31.5485,226.972,128.313,0.0,0
0.242404,0.282952,1.14121,0.38263800000000003,85.29,31.5385,216.718,127.31299999999999,0.0,0
0.239116,0.281029,2.97815,0.054711,85.8427,31.5183,242.577,127.689,0.0,0
0.23578000000000002,0.279871,1.3646,0.054711,85.4286,31.5145,214.993,128.0,0.0,0
0.234183,0.277982,3.18267,-0.27321599999999996,85.6006,31.5017,227.555,127.31299999999999,0.0,0
0.242452,0.287639,2.9218900000000003,-0.27321599999999996,85.7851,31.5017,222.697,127.689,0.0,0
0.241024,0.286217,2.68772,0.38263800000000003,85.6898,31.4838,224.248,128.0,0.0,0
0.24160900000000002,0.279825,3.01727,0.38263800000000003,85.4476,31.4839,241.80900000000003,127.31299999999999,0.0,0
0.23654499999999998,0.276876,2.5981099999999997,0.054711,85.4003,31.4662,228.274,127.689,0.0,0
0.236567,0.279219,2.69066,0.38263800000000003,85.5365,31.4641,228.675,128.0,0.0,0
0.23631,0.277528,2.90699,1.03849,85.584,31.4581,236.018,128.0,0.0,0
0.23337,0.278516,2.82421,0.054711,85.6168,31.447,219.049,128.0,0.0,0
0.236938,0.27969499999999997,2.34615,-0.27321599999999996,85.3946,31.4454,228.06,127.31299999999999,0.0,0
0.23706,0.273341,1.47939,-0.27321599999999996,85.6394,31.4454,217.987,127.689,0.0,0
0.239108,0.283614,2.31204,0.38263800000000003,85.6403,31.4425,228.554,128.0,0.0,0
0.241092,0.285622,2.86709,0.054711,85.6935,31.4391,230.794,127.31299999999999,0.0,0
0.238023,0.282559,2.43677,0.054711,85.6383,31.4403,247.887,127.689,0.0,0
0.23709699999999997,0.274124,2.1261099999999997,0.054711,85.6839,31.4438,235.06400000000002,128.0,0.0,0
0.23505900000000002,0.28529099999999996,2.90807,0.054711,85.6724,31.4386,241.80700000000002,128.313,0.0,0
0.23802399999999999,0.278235,1.40365,0.054711,85.7233,31.4243,208.093,128.0,0.0,0
0.24160500000000001,0.285988,1.78614,0.054711,85.73200000000001,31.4315,219.761,128.0,0.0,0
0.239306,0.2794,2.67125,0.054711,85.6639,31.4315,228.562,128.689,0.0,0
0.234221,0.28123200000000004,2.6612,0.054711,85.6555,31.4223,225.78,128.313,0.0,0
0.2366530000000001,0.27539600000000003,1.21959,0.38263800000000003,85.6097,31.4143,206.785,128.0,0.0,0
0.237013,0.280041,2.07547,0.054711,85.5991,31.3973,204.673,128.0,0.0,0
0.236485,0.278188,2.29188,0.38263800000000003,85.6544,31.3886,222.725,128.0,0.0,0
0.237173,0.27821999999999997,2.09726,0.38263800000000003,85.6255,31.3818,219.90099999999998,128.0,0.0,0
0.232927,0.27758,2.42825,0.054711,85.7881,31.3776,204.787,128.689,0.0,0
0.235725,0.277012,2.37297,0.054711,85.4781,31.38,230.93900000000002,127.62799999999999,0.0,0
0.23541700000000002,0.27519699999999997,2.61523,0.054711,85.6343,31.38,225.572,127.689,0.0,0
0.236929,0.27986,2.47907,0.38263800000000003,85.5042,31.38,227.898,128.689,0.0,0
0.236736,0.280033,2.78894,0.38263800000000003,85.836,31.3627,241.645,128.313,0.0,0
0.23931,0.28863099999999997,3.0211799999999998,0.054711,85.7541,31.3741,235.39700000000002,128.0,0.0,0
0.2424530000000001,0.288119,2.33101,-0.27321599999999996,85.7449,31.3632,227.59799999999998,128.0,0.0,0
0.241031,0.281801,3.10878,-0.27321599999999996,85.8267,31.3685,231.648,128.0,0.0,0
0.23856799999999997,0.280451,2.8339999999999996,0.38263800000000003,85.6237,31.3678,227.546,128.0,0.0,0
0.236053,0.28068899999999997,3.05294,0.054711,85.6647,31.3761,234.005,128.313,0.0,0
0.237875,0.280827,2.55952,-0.27321599999999996,85.652,31.3708,215.513,129.379,0.0,0
0.239498,0.287409,2.27667,-0.27321599999999996,85.781,31.3708,245.02200000000002,128.628,0.0,0
0.23951399999999998,0.27937399999999996,1.92855,0.054711,85.6564,31.3605,222.23,128.0,0.0,0
0.23764699999999997,0.282642,3.03989,0.054711,85.8718,31.3573,243.829,128.0,0.0,0
0.237023,0.282538,2.59872,0.054711,85.7631,31.3581,225.283,128.0,0.0,0
0.23733200000000002,0.27813000000000004,2.74669,-0.27321599999999996,85.7929,31.3527,229.78,127.31299999999999,0.0,0
0.23226999999999998,0.277649,3.04,-0.27321599999999996,85.7389,31.3482,240.662,127.689,0.0,0
0.23859299999999997,0.281828,2.71068,0.38263800000000003,85.8775,31.3344,224.736,128.0,0.0,0
0.240377,0.279893,1.38785,0.054711,85.6874,31.3406,206.457,128.0,0.0,0
0.236715,0.280179,1.91136,0.054711,85.8318,31.3406,230.61900000000003,127.31299999999999,0.0,0
0.23841199999999999,0.280584,1.77662,0.054711,85.9033,31.3496,217.726,127.689,0.0,0
0.233159,0.280124,2.68938,0.054711,85.7574,31.3495,237.891,128.0,0.0,0
0.23825300000000002,0.282053,1.80205,0.38263800000000003,85.8698,31.3436,217.576,127.31299999999999,0.0,0
0.24176399999999998,0.28442199999999995,2.54973,0.054711,85.7448,31.3373,223.99599999999998,127.689,0.0,0
0.2440070000000001,0.288227,2.0941099999999997,0.054711,85.8449,31.3571,208.668,128.0,0.0,0
0.24400100000000002,0.289777,2.14646,0.054711,85.7812,31.359,227.935,128.689,0.0,0
0.236479,0.28292,2.3704400000000003,0.38263800000000003,85.8781,31.3724,223.95,127.62799999999999,0.0,0
0.2349050000000001,0.279802,2.27008,-0.27321599999999996,85.6487,31.366999999999997,227.602,128.0,0.0,0
0.235884,0.280553,2.46026,-0.27321599999999996,85.7705,31.366999999999997,215.671,128.0,0.0,0
0.239596,0.285265,2.91863,0.054711,85.3189,31.3902,225.597,128.689,0.0,0
0.23602399999999998,0.283116,2.70833,0.054711,85.9702,31.4042,225.97099999999998,128.313,0.0,0
0.238012,0.283727,2.92402,0.710565,85.2434,31.4247,228.715,128.689,0.0,0
0.23694400000000002,0.28406,2.74191,0.054711,85.2134,31.4166,233.938,128.313,0.0,0
0.23517,0.280269,3.09824,0.054711,85.2299,31.4373,247.08700000000002,128.0,0.0,0
0.24099299999999999,0.284591,2.3670400000000003,0.38263800000000003,85.9065,31.4465,229.325,128.0,0.0,0
0.23955500000000002,0.28621599999999997,2.5989999999999998,0.38263800000000003,85.3783,31.4481,228.68099999999998,128.0,0.0,0
0.235699,0.280154,3.24704,0.38263800000000003,85.2298,31.4481,238.832,128.0,0.0,0
0.23353000000000002,0.281196,2.73861,0.054711,85.7679,31.4491,224.269,128.0,0.0,0
0.234621,0.275889,2.16127,0.054711,85.198,31.4604,227.622,127.31299999999999,0.0,0
0.23308099999999998,0.279462,2.95642,0.38263800000000003,85.15100000000002,31.4699,211.916,127.689,0.0,0
0.238537,0.283588,2.83514,0.054711,85.1103,31.4787,231.50900000000001,128.0,0.0,0
0.24026599999999998,0.286082,2.84036,0.054711,85.1407,31.4807,221.31,129.071,0.0,0
0.236346,0.281256,1.54861,0.054711,85.2141,31.478,219.548,127.944,0.0,0
0.236181,0.27972600000000003,2.88917,-0.27321599999999996,85.0584,31.4803,242.72799999999998,127.689,0.0,0
0.2376800000000001,0.280616,2.77105,0.054711,85.1504,31.4954,235.39700000000002,128.0,0.0,0
0.23476100000000005,0.28229,2.8450599999999997,-0.27321599999999996,85.21700000000001,31.5035,249.34599999999998,128.0,0.0,0
0.23634899999999998,0.282525,2.74913,-0.27321599999999996,85.2228,31.4843,225.082,127.31299999999999,0.0,0
0.23860399999999998,0.28021999999999997,3.04447,0.38263800000000003,85.2094,31.4924,248.52900000000002,128.379,0.0,0
0.23839899999999997,0.28426999999999997,2.64637,0.054711,85.0764,31.4912,229.41299999999998,129.0,0.0,0
0.238956,0.282238,2.76599,0.054711,85.3399,31.4912,212.297,128.313,0.0,0
0.24025100000000002,0.286962,2.64883,0.054711,85.073,31.4866,228.265,128.0,0.0,0
0.240831,0.286143,2.11483,-0.27321599999999996,85.2009,31.4869,224.208,127.31299999999999,0.0,0
0.2386260000000001,0.282869,1.76237,0.054711,85.3033,31.4798,222.91299999999998,128.379,0.0,0
0.238188,0.282607,2.64922,0.054711,85.2299,31.4811,220.09,129.0,0.0,0
0.235004,0.282013,2.23905,0.054711,85.2281,31.4586,243.27900000000002,128.313,0.0,0
0.23583400000000002,0.280303,1.9767700000000001,0.38263800000000003,85.1692,31.4682,223.725,128.689,0.0,0
0.240825,0.28473699999999996,1.73072,0.38263800000000003,85.17200000000003,31.4438,224.483,128.313,0.0,0
0.241529,0.284142,2.64205,0.38263800000000003,85.0705,31.4438,231.227,128.689,0.0,0
0.240515,0.283485,2.53458,0.054711,85.2833,31.462,226.5,129.0,0.0,0
0.238664,0.285632,3.25451,0.054711,85.1114,31.4515,248.644,127.62799999999999,0.0,0
0.23698699999999998,0.285462,2.5512900000000003,0.054711,85.5998,31.4442,233.28099999999998,128.379,0.0,0
0.23557399999999998,0.279006,1.67735,0.054711,84.9181,31.4246,210.484,128.313,0.0,0
0.241302,0.283853,2.45991,0.054711,85.5647,31.4127,215.003,128.0,0.0,0
0.24025100000000002,0.284022,2.11963,0.054711,85.5766,31.3989,233.69799999999998,128.0,152401968648011.4,1
0.238682,0.284868,2.6274900000000003,0.054711,84.9755,31.3989,241.368,128.0,1.9010087345454982,0
0.240015,0.28673200000000004,2.02355,0.054711,85.0643,31.3905,227.65599999999998,128.0,1.9215168952491382,0
0.23958400000000002,0.28533000000000003,2.17965,0.054711,85.0792,31.3642,220.418,128.0,0.6037158780972004,0
0.24305700000000002,0.28491500000000003,2.02647,0.38263800000000003,85.0518,31.355999999999998,225.01,128.689,0.4715743446229938,0
0.24052800000000002,0.28348,2.70371,-0.27321599999999996,85.5827,31.3544,228.02700000000002,129.689,0.4233224503772357,0
0.23639200000000002,0.279571,2.66947,0.054711,85.4432,31.3434,228.51,128.628,0.4238352188270496,0
0.242269,0.28874299999999997,2.05598,0.054711,85.2962,31.3374,211.61900000000003,128.0,0.35205505677913185,0
0.236481,0.28194400000000003,2.61746,0.054711,85.624,31.3271,235.864,128.689,0.3914116966833389,0
0.23826599999999998,0.28113499999999997,2.0402299999999998,0.054711,85.6463,31.3271,209.08700000000002,127.62799999999999,0.3086601002170626,0
0.242448,0.289192,2.49362,0.054711,85.3338,31.3331,215.87099999999998,127.689,0.3594869019192632,0
0.24184499999999998,0.290479,2.39758,0.054711,85.5155,31.3235,235.044,128.689,0.2627300768922612,0
0.238387,0.284522,3.06714,-0.27321599999999996,85.5387,31.3274,241.175,128.313,0.3315030957384051,0
0.234105,0.279904,2.83758,0.054711,85.4001,31.3298,227.75400000000002,128.689,0.33194681988125635,0
0.239661,0.281937,1.15995,0.710565,85.5708,31.3304,203.25799999999998,128.313,0.3631711103803501,0
0.244009,0.286946,2.13847,-0.27321599999999996,85.6194,31.3434,227.09599999999998,127.31299999999999,0.2791987828241488,0
0.244396,0.290488,2.67103,0.054711,85.5774,31.3557,227.50900000000001,127.689,0.2343670852780078,0
0.242218,0.292038,2.7471099999999997,0.054711,85.4377,31.3557,222.729,128.0,0.21788263194774435,0
0.24036999999999997,0.28782199999999997,2.49326,0.054711,85.5503,31.3494,242.798,129.379,0.3098005202357332,0
0.23953200000000002,0.28228400000000003,2.31543,0.054711,85.6064,31.3516,209.299,128.628,0.18071301748442217,0
0.24319699999999997,0.28645,2.201,0.054711,85.656,31.3588,223.643,128.0,0.24853605752518487,0
0.242065,0.286661,2.416,0.054711,85.6495,31.3585,238.546,128.0,0.2160526600610238,0
0.24001599999999998,0.286641,1.75565,0.054711,85.5728,31.3716,220.845,128.689,0.2894436789695175,0
0.236204,0.282975,1.04549,0.054711,85.7067,31.3662,211.525,128.313,0.2578876202780436,0
0.240693,0.283179,2.60848,0.054711,85.6675,31.3662,222.803,128.689,0.1541115392192191,0
0.238312,0.28177399999999997,2.3727400000000003,0.054711,85.5108,31.3672,228.923,129.0,0.21243676781302537,0
0.246108,0.291817,0.9417030000000001,0.38263800000000003,85.7386,31.3764,209.672,127.62799999999999,0.29990598953171005,0
0.241571,0.287028,3.02723,-0.27321599999999996,85.6359,31.389,235.709,128.379,0.3721770668086184,0
0.23961500000000002,0.287141,2.82574,-0.27321599999999996,85.6086,31.3976,243.357,128.313,0.38473928940218405,0
0.240983,0.28744899999999995,2.8789999999999996,0.054711,85.6509,31.3986,239.22400000000002,128.0,0.34528719279504383,0
0.241153,0.285669,2.6964200000000003,0.054711,85.6603,31.4021,219.71099999999998,128.689,0.30562357209262087,0
0.24655100000000002,0.287455,2.58257,0.38263800000000003,85.7871,31.4064,227.685,128.313,0.2772898616165922,0
0.2386800000000001,0.282037,2.2072,0.38263800000000003,85.7108,31.4064,231.11900000000003,129.379,0.2804179488701065,0
0.2389260000000001,0.285487,0.936421,0.38263800000000003,85.9412,31.4226,216.516,128.628,0.26297858425864984,0
0.2369,0.27957,2.24545,0.054711,85.6742,31.4215,229.614,128.689,0.32369896680775634,0
0.243254,0.28765300000000005,2.6880900000000003,-0.27321599999999996,85.5937,31.4336,234.352,128.0,0.27879105106424285,0
0.24043299999999998,0.284416,2.62415,0.38263800000000003,85.7725,31.42,228.467,128.689,0.17580208456942473,0
0.241162,0.287767,2.56819,0.054711,85.7899,31.4329,226.699,129.0,0.23158308271822572,0
0.237054,0.282422,2.549,0.38263800000000003,85.5591,31.4146,243.739,128.313,0.21772400966536032,0
0.2356530000000001,0.288073,2.7492,0.38263800000000003,85.7962,31.4146,233.518,128.0,0.09806824253258879,0
0.23762199999999997,0.27802899999999997,2.3929099999999996,-0.601143,85.6864,31.4171,220.877,127.31299999999999,0.26130744324092475,0
0.23677800000000002,0.280571,2.93994,-0.27321599999999996,85.7526,31.4078,229.456,128.379,0.16072942625104586,0
0.23981599999999997,0.286754,2.8035799999999997,0.38263800000000003,85.8077,31.4081,235.01,127.62799999999999,0.18083420333802921,0
0.24389899999999998,0.291178,2.3026299999999997,0.38263800000000003,85.6953,31.3912,212.076,128.379,0.26307992384915957,0
0.236052,0.28197,2.17183,0.054711,85.9658,31.3876,242.283,128.313,0.23130777240448822,0
0.240918,0.286373,3.06377,0.054711,85.7627,31.3896,249.53599999999997,128.0,0.2694475620660025,0
0.239932,0.28101,2.81302,0.054711,85.6986,31.366999999999997,227.222,128.0,0.1829009141058267,0
0.23784,0.280047,1.85537,0.054711,85.9224,31.3662,203.173,128.0,0.20784253490548615,0
0.24103200000000002,0.285086,2.4364,0.054711,85.8235,31.3662,225.917,128.0,0.22596829351243172,0
0.241963,0.291084,2.1631099999999996,0.710565,85.8515,31.3472,223.77,128.0,0.2943379733254628,0
0.239065,0.28483400000000003,2.32464,0.054711,85.2458,31.3309,228.947,128.0,0.2994060738553074,0
0.237054,0.28223899999999996,2.62465,0.710565,85.2062,31.3151,202.215,128.689,0.35431842428446597,0
0.240223,0.28475500000000004,2.61841,-0.27321599999999996,85.1442,31.3151,218.209,128.313,0.3001568982283114,0
0.24324899999999997,0.28697,2.56787,-0.27321599999999996,85.4217,31.3122,222.998,128.0,0.15423715839935814,0
0.236702,0.28116399999999997,2.4157599999999997,0.054711,85.8236,31.3081,215.067,128.313,0.1829272344914286,0
0.235213,0.28375,1.8289099999999998,0.054711,85.6912,31.3012,230.38,128.689,0.20466610337996272,0
0.239819,0.281954,2.30979,0.054711,85.7871,31.2938,225.488,128.313,0.22123143052383115,0
0.25453600000000004,0.290086,2.79561,0.054711,85.4306,31.2938,231.81400000000002,128.0,0.22551737704265015,0
0.251504,0.285497,2.62908,-0.27321599999999996,85.6891,31.2778,222.15400000000002,128.0,0.1536152920416584,0
0.252434,0.285964,2.57586,-0.27321599999999996,85.1226,31.266,228.46900000000002,128.0,0.22806387841767453,0
0.247935,0.28542199999999995,2.85823,0.054711,85.2868,31.2589,242.43400000000003,128.689,0.14848658729859165,0
0.254134,0.288193,2.50861,0.38263800000000003,85.1886,31.2453,224.907,128.313,0.22657768070773707,0
0.25567199999999995,0.288431,2.33187,-0.27321599999999996,85.1147,31.2388,231.05200000000002,128.689,0.24026014853821837,0
0.256262,0.289145,2.65587,0.38263800000000003,85.5773,31.2318,202.217,129.0,0.27519235861006885,0
0.25367399999999996,0.29128200000000004,2.56197,0.054711,85.0989,31.2259,229.02700000000002,129.0,0.23902324414046577,0
0.249831,0.286558,2.54293,0.054711,85.0998,31.2259,234.873,129.0,0.2307728354485893,0
0.25464000000000003,0.286943,2.49456,-0.27321599999999996,85.1156,31.221,207.84,128.313,0.18911851243812974,0
0.25608200000000003,0.29034299999999996,0.948053,-0.27321599999999996,85.1787,31.2149,207.419,128.0,0.2589640440847884,0
0.25348699999999996,0.284091,3.0500599999999998,0.38263800000000003,85.1417,31.2141,243.081,128.689,0.13812800618609464,0
0.243085,0.28733000000000003,2.6742,0.38263800000000003,85.0602,31.1975,231.797,127.62700000000001,0.18809473127586382,0
0.238905,0.288351,2.66174,0.38263800000000003,85.1695,31.1973,227.96400000000003,128.379,0.15265570890657518,0
0.235749,0.279088,1.3323,0.054711,85.2324,31.1788,221.287,128.313,0.2560050614852838,0
0.23356100000000002,0.279968,2.86309,0.054711,85.09299999999998,31.1741,247.588,128.0,0.23507087256293388,0
0.235932,0.279429,2.5150099999999997,0.054711,85.1458,31.174,228.201,128.0,0.20895500256285954,0
0.24452600000000002,0.291496,2.9123,0.38263800000000003,85.0785,31.1661,245.812,128.0,0.12291334664431318,0
0.242596,0.286564,2.85374,0.38263800000000003,85.2455,31.1661,243.64,128.0,0.16030432822700513,0
0.23469,0.282862,2.87073,0.38263800000000003,84.9303,31.173000000000002,249.325,128.0,0.17552637018514583,0
0.23849299999999998,0.280779,2.58075,0.38263800000000003,85.0676,31.1737,225.67700000000002,127.31299999999999,0.19142114592596704,0
0.236735,0.278017,2.77409,-0.601143,85.0505,31.1838,234.051,127.689,0.2655863546414135,0
0.242234,0.28697399999999995,2.68424,0.054711,85.0615,31.1787,237.03799999999998,127.31299999999999,0.2375088212383111,0
0.23763800000000002,0.278727,1.1917,0.054711,85.13600000000002,31.1934,216.28900000000002,128.379,0.2517403517231717,0
